clean_description,true_id,true_country,predicted_id,predicted_country,confidence,true_class_probability,correct
heady and rich wine right from the start this open with seductive note brambly blackberry wild raspberry sweet spice licorice and toast full and weighty with texture like crush velvet and deep palate that continue provide additional layer flavor with each sip sweet spice cocoa powder and mocha flavor linger the evolve finish drink from 2017 2020 monsieur touton selection ltd dalbavie selection llc,11,France,31,South Africa,0.9992399,0.0005335951,False
this structured wine that also have great layer rich black fruit they give the wine weight and intensity that lift acidity powerful complex wine concentrated and ripe drink from 2025,11,France,27,Portugal,0.99923,0.00076558074,False
chocolate and coffee aroma with the characteristic burn character rich madeira sweet wine although never far from the acidity that keep well away from cloy beautiful wine that still have all its freshness and fragrant fruit,27,Portugal,11,France,0.99922526,0.00073216716,False
chunky wine with compost coffee and leather the nose the palate hold onto that chunkiness with clumsy flatness that with herbal plum and berry flavor air allow unfold and find well place but always seem heavy and the murky side,32,Spain,6,Chile,0.99922085,0.00010800166,False
jammy raspberry aromas come with minerally kick and toastiness the palate fresh and deliver point acidity support toasty berry herb and licorice flavor finish with lightly baked and chocolaty note confirm that this well make value price wine,0,Argentina,32,Spain,0.9992207,0.00032230144,False
snappy prickly red currant aromas fail improve with air the palate high acidity create sheer feel the cherry and raspberry fruit that drive the flavor profile dry and hollow the finish very regular wine with bramble and tartness,0,Argentina,32,Spain,0.9992187,6.428569e-05,False
this tart medium bodied pinot noir feature sour cherry and cranberry fruit blend with hint minty herb and fresh compost drink now,25,New Zealand,1,Australia,0.999218,0.00013002563,False
this wine have intense aroma blueberry pie and vanilla along with barnyard note the palate jammy prune and baked berry flavor there yeasty and resinous quality well the finish long tart and mouthwatere with charred oak note the back,35,US,32,Spain,0.99921274,0.0005985647,False
the leather and earthy plum aroma this wine come with strong stalky component taste big and syrupy with the roasted flavor that the nose anticipate the finish bake taste with gritty feel and mild green accent,6,Chile,0,Argentina,0.9992061,4.2295346e-06,False
still closed and firm this dry tannic and smoky wine with the dark tannin will take while bring out the juicy fruit that underneath drink this rich wine from 2020,27,Portugal,11,France,0.9992046,0.0007950274,False
this bordeaux style blend cabernet sauvignon cabernet franc merlot malbec new this vintage and petit verdot carry whiff musty leather nonetheless impress with mixed black berry hint cigar and polished firm substantial tannin fine steak wine enjoy now through 2022,5,Canada,35,US,0.9992034,0.0005340218,False
this open with grassy green aroma candy raspberry chunky palate deliver candy caramelize slightly weedy red fruit flavor not lot besides acidity and heat drive the finish,6,Chile,32,Spain,0.9991972,0.00019990394,False
from the south burgenland this big fruity wine wood aging show its toastiness but there prominent red fruit dry edge tannin and some good acidity well the structure firm and solid with good depth and dense texture drink this wine from 2014,2,Austria,11,France,0.9991941,3.5946152e-07,False
there wild streak this wine with prominent aroma cure meat and fresh savory herb pair with cherry and strawberry scent the mouth quite fill and lush with beautiful sweet spice and chewy bark flavor add character the close syrah and carignan ready drink now,11,France,31,South Africa,0.99919385,0.00079237873,False
the traditional aging the lee have give this wine its rich floral character ripe wine with apple fruit and smooth creamy texture the wine ready drink,11,France,27,Portugal,0.99917644,0.00082254776,False
the traditional aging the lee have give this wine its rich floral character ripe wine with apple fruit and smooth creamy texture the wine ready drink,11,France,27,Portugal,0.99917644,0.00082254776,False
toasty and creamy with just touch earthy mustiness the nose this like star just start elegant fade there tangy fruit with touch oxidize maturity full texture but very faint bead good element abound here and the wine still display class but seem like might have bright before,35,US,11,France,0.99917537,0.00026064983,False
generic red berry licorice baking spice and oak aroma set round sticky almost syrupy feel palate this multigrape blend taste rooty and bake with blackberry and stew plum direct the flavor profile brown sugar and licorice flavor stick out the finish,32,Spain,0,Argentina,0.9991743,1.0774895e-05,False
citrus and herb aroma set the mouth watering anticipate crisp brace wine but this one surprisingly soft the mouth fill out with tropical fruit flavor that could use bit more,25,New Zealand,35,US,0.99917173,1.4294705e-05,False
dusty mineral and pollen note lend earthy complexity tart lemon tangerine and sugar cookie note the nose this feather light riesle gossamer texture yet full juicy sweet pink grapefruit flavor high toned acidity drive cutting finish mark pleasantly bitter ring lime pith and hazelnut skin,35,US,13,Germany,0.9991665,0.000829457,False
little stewy the nose with vanilla liqueur and roasted berry aroma the palate young and vibrant arguably teeter sharp with pierce cherry flavor and lot oak flavorful but rough with burn brown sugar the finish,0,Argentina,32,Spain,0.999158,0.00011660281,False
fleshy peach and melon aroma comme off chunky and soft the palate just soft the nose with melon and banana flavor simple finish friendly but lack spine drink this chardonnay before lose steam,0,Argentina,6,Chile,0.99914694,0.00030326328,False
this special wine begin with stunning aroma cedar roasted meat and ripe raspberry then add savory note espresso and black olive create harmonious blend fruity and savory element full bodied yet supple with long fruit fill finish already enjoyable should age well for least year,11,France,1,Australia,0.99914646,0.00081067,False
light easy and cheery selection with direct aroma and flavor sweet cherry red raspberry and strawberry the mouthfeel soft and approachable with virtually tannin and clean short finish drink,11,France,31,South Africa,0.99914336,0.00078703003,False
blackberry jam aromas lead fruity wine soft and juicy fresh and round have balance acidity and open generous character drink now,27,Portugal,11,France,0.9991374,0.00085810566,False
artful blend cab franc merlot cabernet sauvignon and petit verdot this capture the seductive sensuality the winery excellent lineup red varietal ripe berry plum and cherry fruit swathe dense highlight herb and spice complex and captivate while remain refine even elegant,5,Canada,35,US,0.999137,0.00083465525,False
deliciously fresh and lively kosher white blend sauvignon blanc riesling and colombard offer vibrant aroma and flavor ripe tropical fruit key lime and touch fresh cut grass well balanced with subtle sweetness and crisp acidity,17,Israel,35,US,0.99913555,9.667411e-06,False
this small independent producer have make rich unctuous mouth fill wine with intense fruit and honey flavor only just hint the spirit big ripe wine intensely flavor,27,Portugal,11,France,0.99913436,0.00037989827,False
this ripe rich and merlot dominate wine come from the western section lalande pomerol juicy black fruit flavor lift acidity and give structure the firm wood age texture the wood need integrate with the fruit drink from 2018,11,France,27,Portugal,0.9991333,0.00086661446,False
